product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Instant Porridge,48,11.59,56,144,2.53,8.63,1.39,0,1/7/2024
Biscuits,55,13.46,56,414,2.79,6.72,0.75,1,1/7/2024
Water,61,1.13,70,242,3.8,2.78,1.35,0,30/6/2024
Sauces and Soups,47,8.89,48,355,3.37,1.65,-1.96,1,30/6/2024
Instant Porridge,55,10.82,60,495,0.94,4.62,-0.79,1,30/6/2024
Biscuits,50,9.74,59,186,4.99,4.53,0.52,1,30/6/2024
Water,44,14.22,47,350,4.08,2.46,-0.96,0,29/6/2024
Sauces and Soups,63,17.68,69,34,2.09,1.66,-0.19,1,29/6/2024
Instant Porridge,54,7,59,329,1.35,8.56,0.76,0,29/6/2024
Biscuits,63,11.67,70,323,1.5,3.2,0.4,0,29/6/2024
Water,59,12.91,65,214,2.76,1.45,-0.85,0,28/6/2024
Sauces and Soups,47,11.18,47,276,3.06,3.82,-1.74,0,28/6/2024
Instant Porridge,54,1.78,56,298,0.53,2.02,1.86,0,28/6/2024
Biscuits,38,11.91,43,216,2.5,5.02,0.02,0,28/6/2024
Water,46,17.71,53,493,1.74,9.57,-0.17,1,27/6/2024
Sauces and Soups,48,6.79,49,167,0.93,3.59,-1.54,1,27/6/2024
Instant Porridge,64,18.13,69,230,3.92,2.7,-1.01,1,27/6/2024
Biscuits,33,18.92,38,237,3.94,6.13,-0.74,1,27/6/2024
Water,50,6.6,50,5,2.73,9.43,1.16,0,26/6/2024
Sauces and Soups,55,13.03,58,86,0.89,9.69,1.81,0,26/6/2024
Instant Porridge,48,13.75,48,245,3,3.77,-1.47,0,26/6/2024
Biscuits,53,8.58,55,404,3.09,4.8,1.95,0,26/6/2024
Water,57,7.02,60,152,3.85,9.16,-1.77,1,25/6/2024
Sauces and Soups,43,14.35,47,80,2.98,5.01,-1.69,1,25/6/2024
Instant Porridge,60,16.5,67,101,1.32,1.55,-0.66,1,25/6/2024
Biscuits,40,5.42,42,184,4.63,2.71,-0.11,0,25/6/2024
Water,51,10.61,54,355,3.5,3.53,-0.17,1,24/6/2024
Sauces and Soups,62,12.93,71,113,3.24,6.02,-0.77,1,24/6/2024
Instant Porridge,38,7.98,40,356,0.8,2.52,1.05,1,24/6/2024
Biscuits,49,3.18,57,153,1.73,3.11,1.51,1,24/6/2024
Water,49,3.91,58,258,0.63,5.57,0.24,1,23/6/2024
Sauces and Soups,47,2.29,51,50,2.85,5.51,0.63,1,23/6/2024
Instant Porridge,52,9.12,52,466,0.82,6.56,-1.62,0,23/6/2024
Biscuits,52,5.65,60,203,3.29,7.1,-0.31,1,23/6/2024
Water,50,4.35,50,125,2.15,5.25,0.87,0,22/6/2024
Sauces and Soups,48,14.82,48,368,4.41,9.66,0.88,1,22/6/2024
Instant Porridge,47,3.59,52,243,2.2,7.97,-1.92,0,22/6/2024
Biscuits,53,10.42,57,393,2.45,3.32,0.29,1,22/6/2024
Water,52,7.8,56,23,1.4,8.86,1.97,1,21/6/2024
Sauces and Soups,57,15.68,63,73,4.26,7.69,1.37,1,21/6/2024
Instant Porridge,49,8.55,52,233,0.88,1.41,0.63,0,21/6/2024
Biscuits,60,5.79,65,435,2.96,2.9,0.27,0,21/6/2024
Water,50,2.03,56,234,2.23,7.42,0.4,1,20/6/2024
Sauces and Soups,37,19.48,41,189,4.9,1.56,-1.69,1,20/6/2024
Instant Porridge,52,10.65,54,332,1.02,2.59,1.37,1,20/6/2024
Biscuits,44,7.41,51,129,0.6,5.37,1.86,1,20/6/2024
Water,55,14.45,57,246,3.07,5.95,-1.02,1,19/6/2024
Sauces and Soups,56,7.67,60,343,2.93,3.08,0.18,1,19/6/2024
Instant Porridge,50,3.9,59,457,0.8,7.33,-0.11,1,19/6/2024
Biscuits,32,6.58,38,498,1.71,2.14,-0.52,0,19/6/2024
Water,44,12.99,50,246,4.02,4.48,-1.55,0,18/6/2024
Sauces and Soups,57,16.02,58,260,1.71,6.99,-1.44,1,18/6/2024
Instant Porridge,53,11,56,180,1.48,8,0.25,0,18/6/2024
Biscuits,46,11.33,47,172,4.26,2.8,0.74,1,18/6/2024
Water,59,13.4,61,340,3.41,6.59,1.5,1,17/6/2024
Sauces and Soups,46,2.34,47,379,0.61,6.09,1.44,1,17/6/2024
Instant Porridge,61,8.76,67,431,4.43,8.43,-1.14,1,17/6/2024
Biscuits,39,3.68,47,126,1.85,7.51,1.2,0,17/6/2024
Water,59,15.43,66,63,3.13,1.28,-1.83,0,16/6/2024
Sauces and Soups,51,17.04,60,421,3.28,7.16,1.36,1,16/6/2024
Instant Porridge,52,4,58,38,2.86,9.98,1.85,0,16/6/2024
Biscuits,48,1.29,57,352,2.6,4.76,-1.77,0,16/6/2024
Water,42,13.08,48,456,4.95,4.41,0.53,1,15/6/2024
Sauces and Soups,37,10.41,44,480,0.91,7.11,-1.03,1,15/6/2024
Instant Porridge,43,14.46,43,239,2.82,5.6,-1.26,1,15/6/2024
Biscuits,51,5.54,52,479,1.45,3.5,-0.97,1,15/6/2024
Water,57,16.29,59,5,3.13,9.95,-1.96,0,14/6/2024
Sauces and Soups,43,1.96,51,138,3.22,3.76,-1.45,0,14/6/2024
Instant Porridge,59,19.77,66,365,4.78,2.78,-1.45,1,14/6/2024
Biscuits,35,7.44,35,247,1.79,8.02,1.81,1,14/6/2024
Water,42,5.52,47,479,0.82,9.91,-1.07,0,13/6/2024
Sauces and Soups,48,14.4,55,335,4.98,5.6,-0.15,1,13/6/2024
Instant Porridge,51,11.28,51,317,3.79,5.64,1.9,0,13/6/2024
Biscuits,43,8.26,47,326,1.14,6.06,1.19,1,13/6/2024
Water,44,3.32,46,403,3.53,5.83,-1.19,0,12/6/2024
Sauces and Soups,38,17.36,38,454,2.68,5.48,-0.18,0,12/6/2024
Instant Porridge,52,9.15,57,77,1.42,1.89,0.94,0,12/6/2024
Biscuits,35,11.9,36,31,3.64,3.07,-0.84,1,12/6/2024
Water,51,19.45,53,368,4.16,5.36,1.6,1,11/6/2024
Sauces and Soups,43,9.26,48,293,0.85,9.18,0.22,1,11/6/2024
Instant Porridge,48,9.68,55,5,2.82,3.77,0.87,1,11/6/2024
Biscuits,49,13.36,51,381,1.65,9.47,1.24,1,11/6/2024
Water,47,8.44,50,228,0.95,4.48,-1.04,0,10/6/2024
Sauces and Soups,51,13.12,55,296,4.96,4.21,-0.63,0,10/6/2024
Instant Porridge,45,2.03,49,368,4.24,2.12,-0.92,0,10/6/2024
Biscuits,56,7.9,58,472,2.44,2.57,-1.75,1,10/6/2024
Water,53,11.44,56,10,3.07,8.77,-0.35,1,9/6/2024
Sauces and Soups,46,16.71,54,284,2.48,3.54,-0.12,1,9/6/2024
Instant Porridge,51,15.45,53,70,4.06,2.58,-1.11,0,9/6/2024
Biscuits,74,9.14,74,0,3.58,8.98,1.72,0,9/6/2024
Water,57,1.25,63,26,3.35,2,0.38,1,8/6/2024
Sauces and Soups,36,6.73,40,305,4.49,8.67,-0.33,1,8/6/2024
Instant Porridge,47,12.43,49,43,2.17,3.59,0.15,1,8/6/2024
Biscuits,55,12.21,56,47,3.9,2.47,-1.18,0,8/6/2024
Water,55,14.25,60,89,4.57,2.49,1.07,0,7/6/2024
Sauces and Soups,57,17.99,57,76,3.03,7.97,-1.31,0,7/6/2024
Instant Porridge,43,2.04,43,475,4.9,8.99,1.95,0,7/6/2024
Biscuits,53,4.31,57,25,0.75,4.05,0.4,0,7/6/2024
Water,45,17.41,51,214,4.07,1.03,1.3,1,6/6/2024
Sauces and Soups,49,2.17,54,270,0.58,5.91,1.23,0,6/6/2024
Instant Porridge,49,19.76,53,73,2.16,5.31,-1.79,1,6/6/2024
Biscuits,41,8.02,47,460,2.93,9.79,-1.35,0,6/6/2024
Water,51,8.27,56,199,3.84,4.05,1.97,0,5/6/2024
Sauces and Soups,46,2.92,53,333,4.84,7.99,-1,0,5/6/2024
Instant Porridge,61,13.15,65,309,0.76,9.44,-0.35,1,5/6/2024
Biscuits,49,12.14,54,81,3.35,1.08,-1.74,1,5/6/2024
Water,52,6.85,54,81,3.64,1.75,-0.78,1,4/6/2024
Sauces and Soups,64,15.97,69,358,2.13,1.16,-1.97,1,4/6/2024
Instant Porridge,65,8.07,72,351,3.68,8.81,0.55,1,4/6/2024
Biscuits,56,6.21,63,144,1.21,6.47,0.96,0,4/6/2024
Water,50,8.72,55,392,3.48,5.61,-1.2,0,3/6/2024
Sauces and Soups,54,9.3,58,114,2.57,7.66,-1.97,1,3/6/2024
Instant Porridge,49,3.59,54,232,1.28,8.53,1.56,0,3/6/2024
Biscuits,41,12.95,43,300,1.95,9.44,-1.07,0,3/6/2024
Water,50,3.06,58,188,4.83,3.05,-0.32,0,2/6/2024
Sauces and Soups,58,9.04,62,489,3.97,6.74,0.28,0,2/6/2024
Instant Porridge,50,10.04,54,85,2.45,8.39,-0.96,0,2/6/2024
Biscuits,47,18.25,51,220,0.61,2.21,-0.79,0,2/6/2024
Water,51,4.48,57,362,2.95,1.43,-1.83,1,1/6/2024
Sauces and Soups,49,15.32,58,185,2.91,5.77,-1.08,1,1/6/2024
Instant Porridge,60,19.14,62,73,2.23,7.37,1.58,1,1/6/2024
Biscuits,53,17.67,62,357,1.7,8.14,0.7,1,1/6/2024
Water,41,6.7,44,369,1.76,9.65,-1.96,1,31/5/2024
Sauces and Soups,56,2.6,60,203,1.36,8.17,1.76,0,31/5/2024
Instant Porridge,40,6.01,47,45,3.57,6.61,-1.62,0,31/5/2024
Biscuits,43,16.1,45,370,2,2.65,1.19,0,31/5/2024
Water,57,16.84,62,150,3.52,3.77,0.38,0,30/5/2024
Sauces and Soups,52,4,57,171,2.13,6.19,1.17,0,30/5/2024
Instant Porridge,48,7.68,57,208,1.14,2.83,0.05,0,30/5/2024
Biscuits,50,4.08,53,160,2.61,9.1,0.51,1,30/5/2024
Water,49,9.64,53,133,4.64,2.39,1.3,0,29/5/2024
Sauces and Soups,54,8.09,61,387,1.19,5.27,0.96,1,29/5/2024
Instant Porridge,49,1.24,52,190,1.88,9.59,-0.08,0,29/5/2024
Biscuits,46,11.67,47,184,2.17,5.71,-0.32,1,29/5/2024
Water,43,6.25,47,258,2.8,4.35,-1.75,1,28/5/2024
Sauces and Soups,58,19.59,62,404,1.28,7.93,-1.27,1,28/5/2024
Instant Porridge,62,9.25,64,248,4.85,8.7,0.56,1,28/5/2024
Biscuits,47,19.57,56,490,1.17,2.32,-1.45,0,28/5/2024
Water,53,15.2,54,381,4.77,5.2,-1.23,1,27/5/2024
Sauces and Soups,52,6.71,54,180,1.82,8.98,1.66,0,27/5/2024
Instant Porridge,47,10.97,48,442,3.76,9.8,-0.71,1,27/5/2024
Biscuits,44,11.91,47,441,2.83,3.5,1.46,1,27/5/2024
Water,45,10.36,50,138,2.29,5.98,-0.54,1,26/5/2024
Sauces and Soups,35,3.77,43,414,4.31,2.43,-0.09,1,26/5/2024
Instant Porridge,51,6.36,53,1,4.35,6.63,1.42,1,26/5/2024
Biscuits,48,19.22,48,385,4.39,9.06,-1.78,1,26/5/2024
Water,60,11.39,68,341,3.68,6.11,-1.3,0,25/5/2024
Sauces and Soups,49,18.08,58,142,1.24,9.11,0.3,0,25/5/2024
Instant Porridge,35,8.65,39,71,0.63,7.07,-1.57,1,25/5/2024
Biscuits,39,7.33,43,94,1.42,8.66,-1.67,0,25/5/2024
Water,60,6.4,64,157,2.73,7.89,-0.11,0,24/5/2024
Sauces and Soups,60,14.39,67,457,4.98,2.57,-1.57,1,24/5/2024
Instant Porridge,54,2.16,62,227,1.22,3.2,0.49,1,24/5/2024
Biscuits,58,4.14,60,307,4.04,4.19,-0.91,1,24/5/2024
Water,50,15.85,59,280,3.39,4.84,-1.05,0,23/5/2024
Sauces and Soups,48,7.3,55,414,2.04,5.34,1.4,0,23/5/2024
Instant Porridge,50,1.15,56,492,0.61,1.98,0.42,1,23/5/2024
Biscuits,47,8.16,54,262,4.77,2.07,1.37,0,23/5/2024
Water,52,14.72,59,161,3.17,3.09,-1.71,1,22/5/2024
Sauces and Soups,40,19.81,44,336,1.81,9.2,-0.01,1,22/5/2024
Instant Porridge,59,17.55,60,124,0.78,6.28,1.39,0,22/5/2024
Biscuits,51,3.5,56,138,3.42,9.94,-1.69,0,22/5/2024
Water,42,19.7,44,114,4.18,4.17,0.98,1,21/5/2024
Sauces and Soups,53,15.61,61,7,1.89,2.91,-0.81,0,21/5/2024
Instant Porridge,50,1.01,50,267,3.02,2.55,1.61,0,21/5/2024
Biscuits,52,11.02,53,188,2.26,7.7,-0.38,1,21/5/2024
Water,62,10.45,63,450,2.46,6.98,1.51,0,20/5/2024
Sauces and Soups,47,1.78,55,244,4.91,1.59,-0.87,0,20/5/2024
Instant Porridge,61,1.64,68,292,1.37,3.05,0.49,1,20/5/2024
Biscuits,52,6.37,52,156,1.42,4.42,0.3,1,20/5/2024
Water,51,6.41,51,194,3.86,8.78,-1.15,1,19/5/2024
Sauces and Soups,37,6.97,45,50,0.83,5.69,-1.55,0,19/5/2024
Instant Porridge,32,1.39,38,229,3.06,7.48,-0.47,1,19/5/2024
Biscuits,46,11.01,52,23,3.59,7.84,0.04,0,19/5/2024
Water,54,17.03,57,495,1.91,9.71,-0.4,1,18/5/2024
Sauces and Soups,63,15.8,67,10,1.27,3.23,1.87,1,18/5/2024
Instant Porridge,57,9.3,62,134,0.9,5.79,-1.25,1,18/5/2024
Biscuits,44,6.34,45,438,4.37,8.59,-1.21,0,18/5/2024
Water,61,4.13,63,179,1.9,3.01,0.62,0,17/5/2024
Sauces and Soups,55,7.47,59,101,2.15,8.1,-1.17,0,17/5/2024
Instant Porridge,57,12.26,59,491,3.86,2.44,-0.27,0,17/5/2024
Biscuits,43,5.98,46,113,1.95,2.91,1.23,1,17/5/2024
Water,46,13.17,50,17,0.93,1.65,-0.78,1,16/5/2024
Sauces and Soups,54,17.6,61,399,1.09,8.74,0.88,1,16/5/2024
Instant Porridge,51,17.87,58,485,1.01,3.36,0.8,1,16/5/2024
Biscuits,65,1.06,74,480,1.96,6.35,-0.62,0,16/5/2024
Water,54,13.71,58,122,1.44,9.52,1.26,0,15/5/2024
Sauces and Soups,65,1.21,68,34,4.57,2.68,0.22,0,15/5/2024
Instant Porridge,59,13.64,61,280,2.81,2.74,-0.35,1,15/5/2024
Biscuits,60,17.19,60,398,2.63,3.77,-1.82,0,15/5/2024
Water,44,5.7,45,59,2.35,5.76,-1.19,0,14/5/2024
Sauces and Soups,40,1.12,47,185,4.17,2.89,0.76,0,14/5/2024
Instant Porridge,51,8.2,56,130,4.09,2.64,-1.02,1,14/5/2024
Biscuits,47,10.97,47,81,1.29,4.89,-0.2,0,14/5/2024
Water,55,10.84,60,306,4.85,5.27,-1.88,0,13/5/2024
Sauces and Soups,39,12.48,44,5,0.85,1.93,0.25,0,13/5/2024
Instant Porridge,39,13.92,46,226,2.94,1.25,1.32,0,13/5/2024
Biscuits,62,1.81,71,38,1.96,4.13,-0.37,1,13/5/2024
Water,42,7.75,47,316,4.28,9.64,1.34,0,12/5/2024
Sauces and Soups,57,3.96,57,43,4.93,2.26,-1.82,1,12/5/2024
Instant Porridge,62,15.63,64,90,3.15,6.31,-0.88,1,12/5/2024
Biscuits,48,14.84,52,29,3.52,2.47,1.52,0,12/5/2024
Water,53,19.15,62,210,1.45,3.99,-0.52,1,11/5/2024
Sauces and Soups,57,4.05,59,364,1.41,2.15,-1.95,1,11/5/2024
Instant Porridge,45,11.01,48,82,0.72,3.67,-0.91,1,11/5/2024
Biscuits,59,9.86,66,440,4.62,6.97,-1.89,1,11/5/2024
Water,42,7.12,44,70,3.15,1.54,-1.84,1,10/5/2024
Sauces and Soups,55,7.56,56,404,4.3,8.93,-1.36,0,10/5/2024
Instant Porridge,59,5.69,67,353,4.01,1.38,1.74,1,10/5/2024
Biscuits,54,5,54,32,2.87,9.51,0.56,1,10/5/2024
Water,45,7.66,47,400,3.69,4.15,1.56,1,9/5/2024
Sauces and Soups,40,3.04,48,218,1.28,9.34,0.3,1,9/5/2024
Instant Porridge,54,1.97,56,260,1.83,6.57,1.8,0,9/5/2024
Biscuits,48,11.83,48,158,1.64,8.47,1.67,1,9/5/2024
Water,52,3.54,55,124,0.97,5.81,-0.33,1,8/5/2024
Sauces and Soups,71,10.48,71,22,1.2,5.86,1.22,0,8/5/2024
Instant Porridge,57,15.93,63,90,2.89,8.53,-0.03,1,8/5/2024
Biscuits,40,1.33,42,286,4.57,4.8,1.99,0,8/5/2024
Water,54,9.26,57,96,2.96,5.26,1.65,1,7/5/2024
Sauces and Soups,57,8.6,66,46,2.75,1.89,-0.76,0,7/5/2024
Instant Porridge,53,7.19,57,65,0.8,9.38,1.95,0,7/5/2024
Biscuits,56,14.22,63,424,1.83,6.18,-0.27,1,7/5/2024
Water,56,11.19,57,268,1.77,8.97,1.62,0,6/5/2024
Sauces and Soups,41,9.91,50,140,4.85,9.56,1.55,0,6/5/2024
Instant Porridge,56,18.84,59,149,1.89,1.45,-1.78,1,6/5/2024
Biscuits,48,8.55,55,204,4.36,3.79,-1.51,0,6/5/2024
Water,49,17.32,58,0,1.68,1.46,1.62,0,5/5/2024
Sauces and Soups,47,12.06,56,192,1.24,2.53,1.09,0,5/5/2024
Instant Porridge,62,1.47,71,12,2.23,1.61,-0.35,0,5/5/2024
Biscuits,42,18.14,45,180,0.78,5.58,1,0,5/5/2024
Water,54,11.66,62,170,1.27,4.57,0.7,1,4/5/2024
Sauces and Soups,46,19.4,52,74,0.92,3.82,-1.27,1,4/5/2024
Instant Porridge,54,17.63,57,283,4.17,3.98,0.41,0,4/5/2024
Biscuits,53,14.84,55,2,1.67,8.49,0.88,0,4/5/2024
Water,51,18.38,54,242,3.37,4.53,-0.71,0,3/5/2024
Sauces and Soups,53,1.67,62,165,3.16,1.91,0.57,1,3/5/2024
Instant Porridge,58,17.72,60,266,4.45,3.02,-1.46,0,3/5/2024
Biscuits,44,8.59,44,458,1.05,3.48,1.81,0,3/5/2024
Water,57,8.6,65,280,3.74,4.72,0.42,1,2/5/2024
Sauces and Soups,46,13.71,52,157,1.06,2.74,-0.3,0,2/5/2024
Instant Porridge,42,12.43,46,425,3.88,6.99,-1.26,0,2/5/2024
Biscuits,56,2.96,61,56,4.19,2.99,-0.93,1,2/5/2024
Water,55,2.76,64,7,1.94,9.27,0.39,1,1/5/2024
Sauces and Soups,51,18.31,53,259,3.66,3.2,-0.62,1,1/5/2024
Instant Porridge,51,6.26,52,453,1.12,9.3,-0.32,1,1/5/2024
Biscuits,42,17.92,48,219,2.21,6.76,0.52,0,1/5/2024
Water,39,14.95,44,454,3.95,5.23,-1.78,1,30/4/2024
Sauces and Soups,70,16.77,79,147,0.85,8.73,0.64,0,30/4/2024
Instant Porridge,64,3.63,73,413,2.16,5.44,1.15,1,30/4/2024
Biscuits,51,2.8,53,462,3.37,3.22,0.08,1,30/4/2024
Water,61,18.84,62,141,4.68,8.92,1.21,1,29/4/2024
Sauces and Soups,49,13.33,56,414,1.92,8.71,0.42,0,29/4/2024
Instant Porridge,33,4.27,36,401,2.47,1.96,-1.3,1,29/4/2024
Biscuits,58,10.65,67,203,1.14,4.02,-1.07,1,29/4/2024
Water,55,12.53,61,376,0.94,9.86,1.93,1,28/4/2024
Sauces and Soups,46,19.12,54,144,1.82,2.01,0.01,0,28/4/2024
Instant Porridge,43,3.76,45,171,4.74,3.73,-1.88,1,28/4/2024
Biscuits,44,3.73,45,120,1.17,5.18,1.76,0,28/4/2024
Water,50,7.21,59,347,4.64,5.59,1.96,0,27/4/2024
Sauces and Soups,31,5.53,34,489,3.54,7.08,1.45,0,27/4/2024
Instant Porridge,41,3.06,48,413,1.22,4.13,1.16,1,27/4/2024
Biscuits,43,18.38,48,340,1.34,1.32,-1.33,1,27/4/2024
Water,65,15.9,65,484,2.36,2.47,0.13,1,26/4/2024
Sauces and Soups,48,19.6,49,499,3.29,8.06,-1.21,0,26/4/2024
Instant Porridge,56,7.39,61,331,0.58,8.83,0.38,0,26/4/2024
Biscuits,48,8.56,48,106,3.05,8.67,-1.7,1,26/4/2024
Water,46,17.79,48,34,2.32,5.97,-0.59,0,25/4/2024
Sauces and Soups,40,11.26,42,86,1.51,3.05,-1.5,0,25/4/2024
Instant Porridge,54,12.21,63,215,2.08,5.71,0.95,1,25/4/2024
Biscuits,56,15.53,63,203,2.25,4.19,0.27,1,25/4/2024
Water,57,16.16,65,190,1.94,6.88,0.22,1,24/4/2024
Sauces and Soups,55,11.16,57,402,3.39,3.11,-1.69,0,24/4/2024
Instant Porridge,39,14.76,45,324,3.31,8.25,1.07,1,24/4/2024
Biscuits,45,6.71,52,207,3.19,8.19,-0.92,0,24/4/2024
Water,51,10.44,51,441,0.52,8.34,0.12,0,23/4/2024
Sauces and Soups,44,9.53,53,47,0.84,1.18,-1.13,1,23/4/2024
Instant Porridge,51,8.13,58,245,1.88,9.86,1.09,0,23/4/2024
Biscuits,45,1.72,47,279,4.15,6.16,-0.56,0,23/4/2024
Water,50,3.49,53,359,2.34,3.82,-1.16,1,22/4/2024
Sauces and Soups,48,14.65,57,87,2.38,1.21,0.57,0,22/4/2024
Instant Porridge,55,17.8,63,20,3.19,5.38,1.95,1,22/4/2024
Biscuits,69,15.39,76,202,3.2,7.45,1.2,1,22/4/2024
Water,49,4.01,53,375,3,3.47,1.48,1,21/4/2024
Sauces and Soups,47,14.8,51,186,1.48,5.32,-0.13,0,21/4/2024
Instant Porridge,53,1.7,61,237,1.73,1.35,-0.26,1,21/4/2024
Biscuits,44,16.82,50,393,2.7,1.67,1.77,0,21/4/2024
Water,60,17.1,69,389,1.6,1.73,-1.01,1,20/4/2024
Sauces and Soups,34,4.29,42,290,1.9,2.08,1.9,0,20/4/2024
Instant Porridge,61,10.06,69,131,1.97,4.87,1.43,1,20/4/2024
Biscuits,47,9.65,47,472,2.06,9.79,-0.75,0,20/4/2024
Water,50,7.23,58,265,3.95,2.84,1.56,0,19/4/2024
Sauces and Soups,57,13.94,64,33,2.37,2.37,0.16,0,19/4/2024
Instant Porridge,56,11.38,65,51,4.02,5.84,0.9,1,19/4/2024
Biscuits,53,14.4,57,90,4.36,1.62,-1.39,0,19/4/2024
Water,45,16.47,51,474,4.97,6.61,0.62,0,18/4/2024
Sauces and Soups,45,12.82,45,390,3.36,6.44,-1.57,1,18/4/2024
Instant Porridge,52,14.06,58,79,4.21,4.46,-1.43,1,18/4/2024
Biscuits,48,1.92,56,177,3.67,5.35,-1.15,0,18/4/2024
Water,47,10.65,49,479,2.6,7.61,1.27,0,17/4/2024
Sauces and Soups,51,8,54,43,4.29,1.91,-1.04,0,17/4/2024
Instant Porridge,59,6.08,66,308,0.72,8.45,-1.64,0,17/4/2024
Biscuits,67,13.7,76,481,2.57,8.37,0.45,1,17/4/2024
Water,38,15.21,39,489,1.62,7,-0.4,0,16/4/2024
Sauces and Soups,42,2.91,42,160,1.23,6.96,0.21,1,16/4/2024
Instant Porridge,56,2.67,61,258,2.11,5.54,1.18,0,16/4/2024
Biscuits,48,4.54,48,426,3.39,4.78,1.81,1,16/4/2024
Water,47,5,48,208,1.01,9.41,-0.84,1,15/4/2024
Sauces and Soups,51,5.86,51,14,1.6,2.57,-1.49,1,15/4/2024
Instant Porridge,36,12.58,43,138,4.2,2.33,1.81,1,15/4/2024
Biscuits,45,11.28,48,359,0.77,9.26,1.71,1,15/4/2024
Water,47,17.65,54,406,3.1,2.27,1.94,1,14/4/2024
Sauces and Soups,50,13.08,50,362,2.43,3.16,-1.5,1,14/4/2024
Instant Porridge,53,13.93,53,277,2.99,4.01,-0.19,1,14/4/2024
Biscuits,37,12.51,41,3,3.53,9.51,-1.57,1,14/4/2024
Water,40,16.06,49,236,1.22,2.76,-1.57,1,13/4/2024
Sauces and Soups,40,3.24,44,466,0.88,8.68,-1.5,1,13/4/2024
Instant Porridge,49,18.68,55,480,2.94,3.65,0.46,1,13/4/2024
Biscuits,51,12.47,59,343,1.98,7.57,-1.89,0,13/4/2024
Water,46,6.1,55,254,3.76,5.3,1.83,0,12/4/2024
Sauces and Soups,54,16.21,55,143,2.78,5.88,0.83,1,12/4/2024
Instant Porridge,46,17.96,55,302,1.23,5.84,1.16,0,12/4/2024
Biscuits,64,1.81,71,432,1.9,9.08,-0.92,1,12/4/2024
Water,47,8.32,47,45,0.66,9.89,-1.46,0,11/4/2024
Sauces and Soups,49,3.01,52,63,4.37,3.91,-1.91,0,11/4/2024
Instant Porridge,54,19.11,61,71,2.62,2.31,1.51,0,11/4/2024
Biscuits,54,3.71,61,298,2.08,1.39,-0.22,0,11/4/2024
Water,37,16.67,43,105,1.51,2.29,0.47,0,10/4/2024
Sauces and Soups,40,10.82,47,126,4.3,1.7,-1.37,1,10/4/2024
Instant Porridge,47,11.23,52,421,0.55,8.98,-0.84,0,10/4/2024
Biscuits,53,4.75,54,426,3.2,1.78,1.6,1,10/4/2024
Water,48,1.65,51,332,2.49,8.43,1.9,0,9/4/2024
Sauces and Soups,53,18.44,62,75,0.51,1.52,-1.81,0,9/4/2024
Instant Porridge,55,6.83,62,21,1.35,1.6,0.5,0,9/4/2024
Biscuits,48,5.44,56,76,3.25,8.56,1.22,1,9/4/2024
Water,43,4.94,48,421,4.28,9.82,0.64,1,8/4/2024
Sauces and Soups,40,2.26,45,371,1.65,1.32,-0.68,1,8/4/2024
Instant Porridge,51,1.01,60,248,2.93,4.24,-1.53,0,8/4/2024
Biscuits,48,11.05,52,394,1.69,3.44,0.11,1,8/4/2024
Water,39,18.72,48,196,0.99,3.68,-1.31,1,7/4/2024
Sauces and Soups,60,8.66,63,11,3.91,1.81,-1.58,0,7/4/2024
Instant Porridge,59,10.39,59,463,3.98,4.55,-0.69,1,7/4/2024
Biscuits,44,11.99,52,290,3.94,4.68,-1.74,0,7/4/2024
Water,57,16.11,59,35,3.63,4.81,-1.98,1,6/4/2024
Sauces and Soups,51,3.16,53,310,3.2,8.63,1.51,1,6/4/2024
Instant Porridge,52,13.09,59,424,1.5,2.24,-0.85,0,6/4/2024
Biscuits,61,3.33,66,68,2.33,6.73,-1.51,0,6/4/2024
Water,52,10.87,58,310,3.82,8.18,1.96,0,5/4/2024
Sauces and Soups,53,14.23,59,252,2.9,5.45,1.04,1,5/4/2024
Instant Porridge,50,5.36,50,171,2.24,6.59,1.71,0,5/4/2024
Biscuits,47,19.37,50,40,1.62,4.78,0.37,0,5/4/2024
Water,48,12.62,55,483,0.59,5.11,0.85,1,4/4/2024
Sauces and Soups,62,8.89,63,153,4.6,6.8,-1.59,0,4/4/2024
Instant Porridge,47,9.68,47,303,3.8,8.85,0,0,4/4/2024
Biscuits,45,9.69,51,368,4.53,5.98,-1.99,1,4/4/2024
Water,45,18.85,52,333,4.54,5.19,-1.99,1,3/4/2024
Sauces and Soups,52,9.2,60,102,2.84,4.55,0.82,1,3/4/2024
Instant Porridge,41,9.96,43,494,1.64,1.5,0.46,1,3/4/2024
Biscuits,43,17.72,50,109,1.71,5.43,1.2,1,3/4/2024
Water,40,17.77,46,42,1.29,9.83,1.85,1,2/4/2024
Sauces and Soups,51,2.25,60,400,4.96,4.54,-1.83,0,2/4/2024
Instant Porridge,47,16.16,47,444,0.69,8.57,-0.17,0,2/4/2024
Biscuits,52,3.17,61,185,3.56,2.68,1.14,0,2/4/2024
Water,51,1.68,53,168,4.4,3.91,-0.67,1,1/4/2024
Sauces and Soups,49,16.12,54,494,3.39,2.93,-1.11,1,1/4/2024
Instant Porridge,43,10.16,51,109,2.63,2.89,-0.88,0,1/4/2024
Biscuits,41,12.17,45,311,0.61,2.9,1.92,0,1/4/2024
Water,66,17.85,75,166,2.86,1.45,1.44,1,31/3/2024
